,id,title,diseno,ncValue,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16
5874,107107.0,El Indio Road,Adquisición de diseño,,,18.117173,-67.020257,MSAN041 - El Indio Road,PA-02-PR-4339-PW-06844,269141,242227,60557,26914,San Germán,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,16/10/2020,Proyecto 406
5876,107107.0,Acuatic Park Piedra Dura,Construcción,75,"Hato Ward- Pueblo, San Lorenzo, Puerto Rico, 00754",18.184521,-65.964774,"MSLM114-Acuatic Park ""Piedra Dura""",PA-02-PR-4339-PW-05766,768582,691724,0,76858,San Lorenzo,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,17/07/2020,Proyecto 428
5878,107107.0,Sector Los Velazquez Km 1.8 - after Colmado Pancho 2,Completado,,"Cerro Gordo Ward, San Lorenzo, Puerto Rico, 00754",18.142142,-65.941831,MSLM203-Sector Los Velazquez Km 1.8 - after Colmado Pancho 2,PA-02-PR-4339-PW-06263,143260,128934,124560,14326,San Lorenzo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,07/10/2020,Proyecto 406
5880,107107.0,Theater Priscila Flores,Completado,,"Hato Ward, San Lorenzo, Puerto Rico, 00754",18.193159,-65.966179,MSLM192-Theater Priscila Flores,PA-02-PR-4339-PW-06403,22000,19800,19800,2200,San Lorenzo,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,01/09/2020,Proyecto 428
5882,107107.0,Urb. Flamboyan,Adquisición de construcción,,,18.43051,-66.48242,MDSR027 East Parks,PA-02-PR-4339-PW-10275,798843,718959,0,79884,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,25/02/2022,Proyecto 428
5884,107107.0,Urb. Verde Mar,Adquisición de construcción,,,18.16184,-65.75886,MDSR028 - Parks in East Region,PA-02-PR-4339-PW-10363,8251232,7426109,0,825123,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/09/2022,Proyecto 428
5886,107107.0,Brisas del Prado,Adquisición de construcción,,,18.22968,-65.85989,MDSR028 - Parks in East Region,PA-02-PR-4339-PW-10363,8251232,7426109,0,825123,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/09/2022,Proyecto 428
5888,107107.0,Cantera Peninsula Community Center – Building 3 (Paseo Lineal),Diseño,85,"Cll Constitución, San Juan, Puerto Rico, 00915",18.4316,-66.0347,MCDI005 Cantera Peninsula Community Center: Building 3 (Paseo Lineal),PA-02-PR-4339-PW-03829,608931,548038,21199,60893,Compañía para el Desarrollo Integral de la Península de Cantera,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,14/10/2021,Proyecto 428
5890,107107.0,Agricultura Cayey,Construcción,5,"Carr.1, Km. 51.3 Bo. Beatriz, 00736",18.11524,-66.27003,Bldgs. and Equipment-Agricultura ( Cayey),PA-02-PR-4339-PW-06561,3261822,2935640,0,326182,Departamento de Agricultura,Huracán María (4339),Recursos Naturales y Culturales,Categoría E - Edificios y equipo,Grande,30/11/2020,Proyecto 428
5892,107107.0,Sector Tensio Nieves,Construcción,N/A,"Cerro Gordo Ward, San Lorenzo, Puerto Rico, 00754",18.1358,-65.9406,MSLM054-Sector Tensio Nieves-los Flores 1-Quebrada Arena,PA-02-PR-4339-PW-06828,60604,54544,54544,6060,San Lorenzo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,15/10/2020,Proyecto 406
5894,107107.0,Sector los Flores 1,Construcción,N/A,"Quebrada Arenas Ward, San Lorenzo, Puerto Rico, 00754",18.2589,-65.9561,MSLM054-Sector Tensio Nieves-los Flores 1-Quebrada Arena,PA-02-PR-4339-PW-06828,60604,54544,54544,6060,San Lorenzo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,15/10/2020,Proyecto 406
5896,107107.0,Vista del Valle,Adquisición de construcción,,,18.43534,-66.50074,MDSR028 - Parks in East Region,PA-02-PR-4339-PW-10363,8251232,7426109,0,825123,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/09/2022,Proyecto 428
5898,107107.0,Urb. Santa Maria,Adquisición de construcción,,,18.02746,-66.79275,MDSR028 - Parks in East Region,PA-02-PR-4339-PW-10363,8251232,7426109,0,825123,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/09/2022,Proyecto 428
5900,107107.0,192 Rio Grande Estates IV,Adquisición de construcción,,,18.37993,-65.78787, Parks in Floodway,PA-02-PR-4339-PW-10410,2666020,2399418,0,266602,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,13/09/2022,Proyecto 428
5902,107107.0,Baseball Park Poblado Rosario,Adquisición de construcción,,,18.163459,-67.079645,MSAN025 - Rosario Ward Facilities,PA-02-PR-4339-PW-09274,1156757,1041081,0,115676,San Germán,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,13/10/2021,Proyecto 406
5904,107107.0,Sector. Los Gómez,Completado,,"Florida Ward, San Lorenzo, Puerto Rico, 00754",18.2027,-65.94614,MSLM050-Sector El Mamey-Sector. Los Gómez-Road Viejo-Road La Via Site 1,PA-02-PR-4339-PW-07908,285774,257197,72086,28577,San Lorenzo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,17/03/2021,Proyecto 406
5906,107107.0,055 Urb. El Guarico,Adquisición de construcción,,,18.45259,-66.40498, Parks in Floodway,PA-02-PR-4339-PW-10410,2666020,2399418,0,266602,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,13/09/2022,Proyecto 428
5908,107107.0,127 Sagrado Corazon Bo Gunica,Adquisición de construcción,,,17.97018,-66.91254, Parks in Floodway,PA-02-PR-4339-PW-10410,2666020,2399418,0,266602,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,13/09/2022,Proyecto 428
5910,107107.0,016 Dona Clara,Adquisición de construcción,,,17.97533,-66.90951, Parks in Floodway,PA-02-PR-4339-PW-10410,2666020,2399418,0,266602,Departamento de Recreación y Deportes,Huracán María (4339),Recursos Naturales y Culturales,"Categoría G - Parques, instalaciones recreativas y otros",Grande,13/09/2022,Proyecto 428
5912,107107.0,Parcelas Nuevas Barrio Quebrada Cruz 1,Diseño,100,,18.388634,-66.249067,"MTAM006  Parcelas Nuevas, Quebrada Cruz",PA-02-PR-4339-PW-02574,427505,384755,0,42750,Toa Alta,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,06/06/2022,Proyecto 406
5914,107107.0,Parcelas Guacio Salida Mirabales,Adquisición de construcción,,"Parcelas Guacio Salida Mirabales, San Sebastian , Puerto Rico, 00685",18.27828,-66.954292,MSSM007- A&E-V1 - Multiple Municipal Roads I,PA-02-PR-4339-PW-01786,94472,85025,85025,9447,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,14/10/2022,Proyecto 406
5916,107107.0,Coliseo Luis Aymat Carr. 111 km.  18.8 Bo. Bahomamey,Adquisición de construcción,,"Coliseo Luis Aymat Cardona. Barrio Bahomamey., San Sebastian, Puerto Rico, 00685",18.343656,-66.991375,"MSSM010- Coliseo Luis Aymat, Carr. 111 km. 18.8 Bo. Bahomamey",PA-02-PR-4339-PW-01888,44823,40341,40341,4482,San Sebastián,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,11/09/2020,Proyecto 406
5918,107107.0,MEAP006 ESC.ARTES PLASTICAS Y DISENO ( BUILDING ANTIGUO MANICOMIO),Completado,,"Calle Norsagaray Final Campos del Morro, SAN JUAN , Puerto Rico, 00901",18.467943,-66.121231,Closeout MEAP006 Building Repair ,PA-02-PR-4339-PW-01234,168537,151683,149222,16854,Escuela de Artes Plásticas y Diseño de PR,Huracán María (4339),Recursos Naturales y Culturales,Categoría E - Edificios y equipo,Grande,03/05/2019,Proyecto 406
5920,107107.0,MFSI003 - GENERATORS & BREAKER REPAIR,Completado,,,,,MFSI003 - GENERATORS & BREAKER REPAIR,PA-02-PR-4339-PW-00693,23461,21115,21115,2346,Instituto de Ciencias Forenses de Puerto Rico,Huracán María (4339),Edificios Públicos,Categoría F - Servicio Básico,Pequeño,18/09/2018,Proyecto 406
5922,107107.0,Vado Sector Chaín Culebrinas Carr. 109 Int.,Adquisición de construcción,,"Road PR-424 Km. 0.2. , San Sebastain, Puerto Rico, 00685",18.310657,-67.008137,"MSSM023 - A&E V1- Vado Sector Chaín, Culebrinas Carr. 109 Int.",PA-02-PR-4339-PW-02150,68590,61731,61731,6859,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,22/10/2019,Proyecto 406
5924,107107.0,SSME003 - Parque Tití Beniquez Carr. 111 km. 18.6 Bo. Bahomamey,Construcción,55,"Estadio Municipal Juan Jose Titi Beniquez, San Sebastain , Puerto Rico, 00685",18.337456,-66.991989,"MSSM012- Parque Tití Beniquez, Carr. 111 km. 18.6 Bo. Bahomamey",PA-02-PR-4339-PW-03684,219107,197196,0,21911,San Sebastián,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,19/06/2020,Proyecto 406
5926,107107.0,Sector Los Charriez Quebrada Cruz Ward,Diseño,30,,18.388634,-66.249067,"A&E MTAM 102 Sector Los Charriez, Quebrada Cruz Ward",PA-02-PR-4339-PW-04114,71279,64151,64151,7128,Toa Alta,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,02/04/2020,Proyecto 406
5928,107107.0,Centro Vacacional Punta Santiago Cabin H6,Adquisición de diseño,,"Humacao, Puerto Rico, 00791",18.160571,-65.752482,Centro Vacacional Punta Santiago Cabin H,PA-02-PR-4339-PW-07229,660491,594442,0,66049,Departamento de Recursos Naturales y Ambientales,Huracán María (4339),Recursos Naturales y Culturales,Categoría E - Edificios y equipo,Grande,24/08/2021,Proyecto 406
5930,107107.0,PR 438 Km. 0.7 Int Bo. Magos,Adquisición de construcción,,"Unnamed Road. Barrio Magos., San Sebastian, Puerto Rico, 00685",18.310577,-66.938482,MSSM047- PR 111 Km26.6 Int. Bo Eneas - PR 438 Km 0.7 Int. Bo Magos,PA-02-PR-4339-PW-07192,108292,97463,97463,10829,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,08/12/2020,Proyecto 406
5932,107107.0,Sector Marco Antonio Bo. Guacio,Adquisición de diseño,,"Sector Marco Antonio, Bo. Guacio, San Sebastian , Puerto Rico, 00685",18.279819,-66.988861,"MSSM028 - Sector Marco Antonio, Bo. Guacio",PA-02-PR-4339-PW-07283,708320,637488,159372,70832,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,18/11/2020,Proyecto 406
5934,107107.0,SSMC036 - Vado Sector Evaristo Carril Carr. 111 Int. Bo. Guatemala,Adquisición de construcción,,"Evaristo Carril Road, San Sebastain , Puerto Rico, 00685",18.355047,-67.01331,"MSSM049 - Vado Sector Evaristo Carril, Carr. 111 Int. Bo. Guatemala",PA-02-PR-4339-PW-07383,67501,60751,60751,6750,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,17/12/2020,Proyecto 406
5936,107107.0,Centro Vacacional Punta Santiago Villa 3B,Adquisición de diseño,,"Humacao, Puerto Rico, 00791",18.161217,-65.751833,Centro Vacacional Punta Santiago Villa 3,PA-02-PR-4339-PW-07620,615930,554337,0,61593,Departamento de Recursos Naturales y Ambientales,Huracán María (4339),Recursos Naturales y Culturales,Categoría E - Edificios y equipo,Grande,08/03/2021,Proyecto 406
5938,107107.0,Puente Pozas. Carr. 111 Km. 15.3 Interior,Construcción,90,,18.346057,-67.023984,MSSM074 - Puente Pozas. Carr. 111 Km. 15.3 Interior (Puente Nuevo),PA-02-PR-4339-PW-07915,2986586,2687928,1048346,298658,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,28/06/2022,Proyecto 406
5940,107107.0,PR-455 Court Bo. Guajataca,Adquisición de construcción,,"PR-455 Court, Bo. Guajataca, San Sebastian , Puerto Rico, 00685",18.36227,-66.91663,MSSM045 - Multiple Municipal Courts and Sports Complex,PA-02-PR-4339-PW-08357,185350,166815,0,18535,San Sebastián,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,14/04/2021,Proyecto 406
5942,107107.0,Sector Orta,Adquisición de construcción,,"Sector Orta, Bo. Mirabales, San Sebastian, Puerto Rico, 00685",18.27828,-66.954292,MSSM030 - A&E-V1- Sector Orta and Camino Padua,PA-02-PR-4339-PW-08451,44732,40259,40259,4473,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,18/10/2022,Proyecto 406
5944,107107.0,Centro Vacacional Punta Santiago Villa 4A,Adquisición de diseño,,"Humacao, Puerto Rico, 00791",18.161217,-65.751833,Centro Vacacional Punta Santiago Villa 4,PA-02-PR-4339-PW-07702,597837,538053,0,59784,Departamento de Recursos Naturales y Ambientales,Huracán María (4339),Recursos Naturales y Culturales,Categoría E - Edificios y equipo,Grande,08/03/2021,Proyecto 406
5946,107107.0,Centro Vacacional Punta Santiago Villa 5A,Adquisición de diseño,,"Humacao, Puerto Rico, 00791",18.161217,-65.751833,Centro Vacacional Punta Santiago Villa 5,PA-02-PR-4339-PW-08136,677243,609519,0,67724,Departamento de Recursos Naturales y Ambientales,Huracán María (4339),Recursos Naturales y Culturales,Categoría E - Edificios y equipo,Grande,09/03/2021,Proyecto 406
5948,107107.0,Centro Vacacional Punta Santiago Villa 7C,Adquisición de diseño,,"Humacao, Puerto Rico, 00791",18.160783,-65.753354,Centro Vacacional Punta Santiago Villa 7,PA-02-PR-4339-PW-08158,687938,619144,0,68794,Departamento de Recursos Naturales y Ambientales,Huracán María (4339),Recursos Naturales y Culturales,Categoría E - Edificios y equipo,Grande,30/08/2021,Proyecto 406
5950,107107.0,SSMC013 - PR 109 Int. Sector Francisco Rosado Bo. Alto Sano,Adquisición de construcción,,"Unnamed Road. Barrio Alto Sano. Sector Francisco Rosado., San Sebastian , Puerto Rico, 00685",18.29324,-67.02939,MSSM073 - A&E V1 - Road Repair Incidental Damage ,PA-02-PR-4339-PW-08662,47000,42300,42300,4700,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,08/09/2022,Proyecto 406
5952,107107.0,Skate Park Carr. 111,Construcción,90,"San Sebastian Skate Park. Barrio Bahomamey. , San Sebastian, Puerto Rico, 00685",18.345359,-66.993136,MSSM044 - Multiple Municipal Recreational Parks and Facilities,PA-02-PR-4339-PW-08669,261588,235429,58857,26159,San Sebastián,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,28/04/2021,Proyecto 406
5954,107107.0,Rancho Grande Calabazas Carr. 435 Int.,Adquisición de construcción,,"Unnamed Road, San Sebastian , Puerto Rico, 00685",18.296805,-66.973181,"MSSM047 - Rancho Grande, Carr. 435 Int. ",PA-02-PR-4339-PW-09036,44352,39917,39917,4435,San Sebastián,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,26/07/2021,Proyecto 406
5956,107107.0,The School of San Juan,Construcción,70,"Calle Ronda A-14 Urb. Villa Andalucía, San Juan, SAN JUAN, Puerto Rico, 00900",18.385026,-66.030455,"MSJU010 Specialized School of Math and Science, School of Sports Rebekah Colberg and School of San Juan A&E Services",PA-02-PR-4339-PW-01153,12205047,10984542,107640,1220505,San Juan,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,31/08/2021,Proyecto 428
5958,107107.0,Polideportivo - Escuela del Deporte - Polideportivo Rebekah Colberg Cancha de Baloncesto y Pista y Campo(Rebeka Colberg Sports Complex),Construcción,70,"Calle Montellano Marginal Ave, SAN JUAN, Puerto Rico, 00900",18.4109,-66.02983,"MSJU010 Specialized School of Math and Science, School of Sports Rebekah Colberg and School of San Juan A&E Services",PA-02-PR-4339-PW-01153,12205047,10984542,107640,1220505,San Juan,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,31/08/2021,Proyecto 428
5960,107107.0,Complejo Deportivo Cupey Track -(Sport Complex Cupey Track),Adquisición de diseño,,"Carr 176 Km 9.0, Cupey Alto, Guaynabo, Puerto Rico, 00969",18.327554,-66.045929,MSJM203 Cupey Track Sports Complex,PA-02-PR-4339-PW-01553,336846,303161,0,33685,San Juan,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,01/07/2020,Proyecto 406
5962,107107.0,PR-455 Park Bo. Guajataca,Adquisición de construcción,,"PR-455 Park Bo. Guajataca, San Sebastian , Puerto Rico, 00685",18.36227,-66.91663,MSSM046 - Multiple Baseball Parks and Sport Complex,PA-02-PR-4339-PW-09568,321736,289562,72390,32174,San Sebastián,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,09/11/2021,Proyecto 406
5964,107107.0,Fey Mendez Passive Park Carr. 446 Inter. 125,Construcción,N/A,"Fey Mendez Passive Park, Carr. 446 Inter. 125, San Sebastian , Puerto Rico, 00685",18.36689,-66.95087,"MSSM076- Passive park, Carritos & Volleyball Court",PA-02-PR-4339-PW-09662,81120,73008,73008,8112,San Sebastián,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,23/11/2021,Proyecto 406
5966,107107.0,Casa Cuna-Almacen (Casa Cuna- Warehouse Bldg),Construcción,15,"Calle Constitución Puerta de Tierra, San Juan, Puerto Rico, 00900",18.46514,-66.09412,Casa Cuna Residential Facility - Administration Building  (San Juan),PA-02-PR-4339-PW-02286,1695139,1525625,0,169514,San Juan,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,10/11/2020,Proyecto 428
